"Movie Name","Release Year","Director","Age Difference","Actor 1 Name","Actor 1 Gender","Actor 1 Birthdate","Actor 1 Age","Actor 2 Name","Actor 2 Gender","Actor 2 Birthdate","Actor 2 Age"
"Never Been Kissed","1999","Raja Gosnell","7","Michael Vartan","man","1968-11-27","31","Drew Barrymore","woman","1975-02-22","24"
"Notting Hill","1999","Roger Michell","7","Hugh Grant","man","1960-09-09","39","Julia Roberts","woman","1967-10-28","32"
"Old School","2003","Todd Phillips","7","Craig Kilborn","man","1962-08-24","41","Ellen Pompeo","woman","1969-11-10","34"
"Remember the Titans","2000","Boaz Yakin","7","Ryan Hurst","man","1976-06-19","24","Kate Bosworth","woman","1983-01-02","17"
"Road House","1989","Rowdy Herrington","7","Patrick Swayze","man","1952-08-18","37","Kelly Lynch","woman","1959-1-31","30"
"Serendipity","2001","Peter Chelsom","7","John Cusack","man","1966-06-28","35","Kate Beckinsale","woman","1973-07-26","28"
"Spider-Man","2002","Sam Raimi","7","Tobey Maguire","man","1975-06-27","27","Kirsten Dunst","woman","1982-04-30","20"
"State of the Union","1948","Frank Capra","7","Spencer Tracy","man","1900-04-05","48","Katharine Hepburn","woman","1907-05-12","41"
"Talladega Nights: The Ballad of Ricky Bobby","2006","Adam McKay","7","Will Ferrell","man","1967-07-16","39","Leslie Bibb","woman","1974-11-17","32"
"That Thing You Do!","1996","Tom Hanks","7","Tom Everett Scott","man","1970-09-07","26","Liv Tyler","woman","1977-07-01","19"
"The Book of Love","2017","Bill Purple","7","Jason Sudeikis","man","1975-09-18","42","Jessica Biel","woman","1982-03-03","35"
"The Duchess","2008","Saul Dibb","7","Dominic Cooper","man","1978-06-02","30","Keira Knightley","woman","1985-03-26","23"
"The Fast and the Furious","2001","Rob Cohen","7","Paul Walker","man","1973-09-12","28","Jordana Brewster","woman","1980-04-26","21"
"The Hustler","1961","Robert Rossen","7","Paul Newman","man","1925-01-26","36","Piper Laurie","woman","1932-01-22","29"
"The Kids Are All Right","2010","Lisa Cholodenko","7","Mark Ruffalo","man","1967-11-22","43","Julianne Moore","woman","1960-12-03","50"
"The Promise","2016","Terry George","7","Oscar Isaac","man","1979-03-09","37","Charlotte Le Bon","woman","1986-09-04","30"
"The Sting","1973","George Roy Hill","7","Paul Newman","man","1925-01-26","48","Eileen Brennan","woman","1932-09-03","41"
"There's Something About Mary","1998","Bobby Farrelly, Peter Farrelly","7","Ben Stiller","man","1965-11-30","33","Cameron Diaz","woman","1972-08-30","26"
"Thunderball","1965","Terence Young","7","Sean Connery","man","1930-08-25","35","Luciana Paluzzi","woman","1937-06-10","28"
"What Women Want","2000","Nancy Meyers","7","Mel Gibson","man","1956-01-03","44","Helen Hunt","woman","1963-06-15","37"
"Wild Things","1998","John McNaughton","7","Matt Dillon","man","1964-02-18","34","Denise Richards","woman","1971-02-17","27"
"A Beautiful Mind","2001","Ron Howard","6","Russell Crowe","man","1964-04-07","37","Jennifer Connelly","woman","1970-12-12","31"
"A Star Is Born","1975","Frank Pierson","6","Kris Kristofferson","man","1936-06-22","39","Barbra Streisand","woman","1942-04-24","33"
"A Walk to Remember","2002","Adam Shankman","6","Shane West","man","1978-06-10","24","Mandy Moore","woman","1984-04-10","18"
"American Sniper","2014","Clint Eastwood","6","Bradley Cooper","man","1975-01-05","39","Sienna Miller","woman","1981-12-28","33"
"An Officer and a Gentleman","1982","Taylor Hackford","6","Richard Gere","man","1949-08-31","33","Debra Winger","woman","1955-05-16","27"
"Atonement","2007","Joe Wright","6","James McAvoy","man","1979-04-21","28","Keira Knightley","woman","1985-03-26","22"
"Bridesmaids","2011","Paul Feig","6","Chris O'Dowd","man","1979-10-09","32","Kristen Wiig","woman","1973-08-22","38"
"Chasing Liberty","2004","Andy Cadiff","6","Matthew Goode","man","1978-04-03","26","Mandy Moore","woman","1984-04-10","20"
"Chef","2014","Jon Favreau","6","Jon Favreau","man","1966-10-19","48","Sofia Vergara","woman","1972-07-10","42"
"Desperado","1995","Robert Rodriguez","6","Antonio Banderas","man","1960-08-10","35","Salma Hayek","woman","1966-09-02","29"
"Down to Earth","2001","Paul Weitz, Chris Weitz","6","Chris Rock","man","1965-02-07","36","Regina King","woman","1971-01-15","30"
"Dr. No","1962","Terence Young","6","Sean Connery","man","1930-08-25","32","Ursula Andress","woman","1936-03-19","26"
"Empire","2002","Franc. Reyes","6","John Leguizamo","man","1964-07-22","38","Delilah Cotto","woman","1970-11-26","32"
"Four Christmases","2008","Seth Gordon","6","Vince Vaughn","man","1970-03-28","38","Reese Witherspoon","woman","1976-03-21","32"
"Funny People","2009","Judd Apatow","6","Adam Sandler","man","1966-09-09","43","Leslie Mann","woman","1972-03-26","37"
"Garden State","2004","Zach Braff","6","Zach Braff","man","1975-04-06","29","Natalie Portman","woman","1981-06-09","23"
"Hitch","2005","Andy Tennant","6","Will Smith","man","1968-09-25","37","Eva Mendes","woman","1974-03-05","31"
"In Good Company","2004","Paul Weitz","6","Topher Grace","man","1978-07-19","26","Scarlett Johansson","woman","1984-11-22","20"
"L'Avventura","1960","Michelangelo Antonioni","6","Gabriele Ferzetti","man","1925-03-17","35","Monica Vitti","woman","1931-11-03","29"
"La Strada","1954","Federico Fellini","6","Anthony Quinn","man","1915-04-21","39","Giulietta Masina","woman","1921-02-22","33"
"Legally Blonde","2001","Robert Luketic","6","Matthew Davis","man","1978-05-08","23","Selma Blair","woman","1972-06-23","29"
"Meet Bill","2007","Bernie Goldmann, Melisa Wallack","6","Aaron Eckhart","man","1968-03-12","39","Elizabeth Banks","woman","1974-02-10","33"
"Meet Bill","2007","Bernie Goldmann, Melisa Wallack","6","Timothy Olyphant","man","1968-05-20","39","Elizabeth Banks","woman","1974-02-10","33"
"Nightmare Alley","2021","Guillermo del Toro","6","Bradley Cooper","man","1975-01-05","46","Cate Blanchett","woman","1969-05-14","52"
"On Her Majesty's Secret Service","1969","Peter R. Hunt","6","George Lazenby","man","1939-09-05","30","Angela Scoular","woman","1945-11-08","24"
"Prince of Persia: The Sands of Time","2010","Jordan Mechner","6","Jake Gyllenhaal","man","1980-12-19","30","Gemma Arterton","woman","1986-02-02","24"
"Raising Arizona","1987","Joel Coen","6","Nicolas Cage","man","1964-01-07","23","Holly Hunter","woman","1958-03-20","29"
"Savages","2007","undefined","6","Taylor Kitsch","man","1981-04-08","26","Blake Lively","woman","1987-08-25","20"
"Schindler's List","1993","Steven Spielberg","6","Ralph Fiennes","man","1962-12-22","31","Magdalena Komornicka","woman","1968-10-10","25"
"Shutter Island","2010","Martin Scorsese","6","Leonardo DiCaprio","man","1974-11-11","36","Michelle Williams","woman","1980-09-09","30"
"Slumdog Millionaire","2008","Danny Boyle","6","Dev Patel","man","1990-04-23","18","Freida Pinto","woman","1984-10-18","24"
"Sound of Music","1965","Robert Wise","6","Christopher Plummer","man","1929-12-13","36","Julie Andrews","woman","1935-10-01","30"
"Spider-Man: Homecoming","2017","Jon Watts","6","Tom Holland","man","1996-06-01","21","Laura Harrier","woman","1990-03-28","27"
"Stone","2010","John Curran","6","Edward Norton","man","1969-08-18","41","Milla Jovovich","woman","1975-12-17","35"
"Summer Catch","2001","Michael Tollin","6","Freddie Prinze Jr.","man","1976-03-08","25","Jessica Biel","woman","1982-03-03","19"
"The Age of Adaline","2015","Lee Toland Krieger","6","Michiel Huisman","man","1981-07-18","34","Blake Lively","woman","1987-08-25","28"
"The Curious Case of Benjamin Button","2008","David Fincher","6","Brad Pitt","man","1963-12-18","45","Cate Blanchett","woman","1969-05-14","39"
"The Devil Wears Prada","2006","David Frankel","6","Adrian Grenier","man","1976-07-10","30","Anne Hathaway","woman","1982-11-12","24"
"The Family Stone","2007","Thomas Bezucha","6","Luke Wilson","man","1971-09-21","36","Sarah Jessica Parker","woman","1965-03-25","42"
"The Godfather","1972","Francis Ford Coppola","6","Marlon Brando","man","1924-04-03","48","Morgana King","woman","1930-06-04","42"
"The Godfather","1972","Francis Ford Coppola","6","Al Pacino","man","1940-04-25","32","Diane Keaton","woman","1946-01-05","26"
"The Graduate","1967","Mike Nichols","6","Dustin Hoffman","man","1937-08-08","30","Anne Bancroft","woman","1931-09-17","36"
"The Holiday","2006","Nancy Meyers","6","Jack Black","man","1969-08-28","37","Kate Winslet","woman","1975-10-05","31"
"The Hollars","2016","John Krasinski","6","John Krasinski","man","1979-10-20","37","Anna Kendrick","woman","1985-08-09","31"
"The King's Speech","2010","Tom Hooper","6","Colin Firth","man","1960-09-10","50","Helena Bonham Carter","woman","1966-05-26","44"
"The Replacements","2000","Howard Deutch","6","Keanu Reeves","man","1964-09-02","36","Brooke Langton","woman","1970-11-27","30"
"The Way We Were","1973","Sydney Pollack","6","Robert Redford","man","1936-08-18","37","Barbra Streisand","woman","1942-04-24","31"
"W.","2008","Oliver Stone","6","Josh Brolin","man","1968-02-12","40","Elizabeth Banks","woman","1974-02-10","34"
"Wedding Crashers","2005","David Dobkin","6","Vince Vaughn","man","1970-03-28","35","Isla Fisher","woman","1976-02-03","29"
"Zoolander","2001","Ben Stiller","6","Ben Stiller","man","1965-11-30","36","Christine Taylor","woman","1971-07-30","30"
"13 Going on 30","2004","Gary Winick","5","Mark Ruffalo","man","1967-11-22","37","Jennifer Garner","woman","1972-04-17","32"
"27 Dresses","2008","Anne Fletcher","5","James Marsden","man","1973-09-18","35","Katherine Heigl","woman","1978-11-24","30"
"A View to a Kill","1985","John Glen","5","Christopher Walken","man","1943-03-31","42","Grace Jones","woman","1948-05-19","37"
"About Time","2013"," Richard Curtis","5","Domhnall Gleeson","man","1983-05-12","30","Rachel McAdams","woman","1978-11-17","35"
"Adrift","2018","Baltasar Kormákur","5","Sam Claflin","man","1986-06-27","32","Shailene Woodley","woman","1991-11-15","27"
"All About the Benjamins","2002","Kevin Bray","5","Ice Cube","man","1969-06-15","33","Valarie Rae Miller","woman","1974-04-16","28"
"American Pie","1999","Paul Weitz, Chris Weitz","5","Thomas Ian Nicholas","man","1980-07-10","19","Tara Reid","woman","1975-11-08","24"
"American Pie","1999","Paul Weitz, Chris Weitz","5","Jason Biggs","man","1978-05-12","21","Shannon Elizabeth","woman","1973-09-07","26"
"Anna Karenina","2012","Joe Wright","5","Aaron Taylor-Johnson","man","1990-06-13","22","Keira Knightley","woman","1985-03-26","27"
"Armageddon","1998","Michael Bay","5","Ben Affleck","man","1972-08-15","26","Liv Tyler","woman","1977-07-01","21"
"Baby Driver","2017","Edgar Wright","5","Ansel Elgort","man","1994-03-14","23","Lily James","woman","1989-04-05","28"
"Blue Crush","2002","John Stockwell","5","Matthew Davis","man","1978-05-08","24","Kate Bosworth","woman","1983-01-02","19"
"Captain America: Civil War","2016","Joe & Anthony Russo","5","Chris Evans","man","1981-06-13","35","Emily VanCamp","woman","1986-05-12","30"
"Chips","2017","Dax Shepard","5","Dax Shepard","man","1975-01-02","42","Kristen Bell","woman","1980-07-18","37"
"Cinderella Man","2005","Ron Howard","5","Russell Crowe","man","1964-04-07","41","Renee Zellweger","woman","1969-04-25","36"
"Closer","2004","Mike Nichols","5","Jude Law","man","1972-12-29","32","Julia Roberts","woman","1967-10-28","37"
"Cold Mountain","2003","Anthony Minghella","5","Jude Law","man","1972-12-29","31","Nicole Kidman","woman","1967-06-20","36"
"Crazy Rich Asians","2018"," Jon M. Chu","5","Henry Golding","man","1987-02-05","31","Constance Wu","woman","1982-03-22","36"
"Days of Thunder","1990","Tony Scott","5","Tom Cruise","man","1962-07-03","28","Nicole Kidman","woman","1967-06-20","23"
"Dear John","2010","Lasse Hallström","5","Channing Tatum","man","1980-04-26","30","Amanda Seyfried","woman","1985-12-03","25"
"Ed Wood","1994","Tim Burton","5","Johnny Depp","man","1963-06-09","31","Patricia Arquette","woman","1968-04-08","26"
"Elizabethtown","2005","Cameron Crowe","5","Orlando Bloom","man","1977-01-13","28","Kirsten Dunst","woman","1982-04-30","23"
"Evan Almighty","2007","Tom Shadyac","5","Steve Carell","man","1962-08-16","45","Lauren Graham","woman","1967-03-16","40"
"Ex Machina","2014","Alex Garland","5","Domhnall Gleeson","man","1983-05-12","31","Alicia Vikander","woman","1988-10-03","26"
"Forgetting Sarah Marshall","2008","Nicholas Stoller","5","Russell Brand","man","1975-06-04","33","Kristen Bell","woman","1980-07-18","28"
"Goldfinger","1964","Guy Hamilton","5","Sean Connery","man","1930-08-25","34","Honor Blackman","woman","1925-08-22","39"
"He's Just Not That Into You","2009","Ken Kwapis","5","Bradley Cooper","man","1975-01-05","34","Jennifer Connelly","woman","1970-12-12","39"
"Head over Heels","2001","Mark Waters","5","Freddie Prinze Jr.","man","1976-03-08","25","Monica Potter","woman","1971-06-30","30"
"Heartbreakers","2001","David Mirkin","5","Ray Liotta","man","1954-12-18","47","Sigourney Weaver","woman","1949-10-08","52"
"Here on Earth","2000","Mark Piznarski","5","Josh Hartnett","man","1978-07-21","22","Leelee Sobieski","woman","1983-06-10","17"
"Jersey Girl","2004","Kevin Smith","5","Ben Affleck","man","1972-08-15","32","Liv Tyler","woman","1977-07-01","27"
"King Kong","2005","Peter Jackson","5","Adrien Brody","man","1973-04-14","32","Naomi Watts","woman","1968-09-28","37"
"L.A. Story","1991","Mick Jackson","5","Steve Martin","man","1945-08-14","46","Victoria Tennant","woman","1950-09-30","41"
"Laggies","2014","Lynn Shelton","5","Mark Webber","man","1980-07-19","34","Keira Knightley","woman","1985-03-26","29"
"Le Mans","1971","Lee H. Katzin","5","Steve McQueen","man","1930-03-24","41","Elga Andersen","woman","1935-02-02","36"
"Legally Blonde","2001","Robert Luketic","5","Luke Wilson","man","1971-09-21","30","Reese Witherspoon","woman","1976-03-21","25"
"Les Miserables","2012","Tom Hooper","5","Sacha Baron Cohen","man","1971-10-13","41","Helena Bonham Carter","woman","1966-05-26","46"
"Magnolia","1999","Paul Thomas Anderson","5","John C. Reilly","man","1965-05-24","34","Melora Walters","woman","1960-10-21","39"
"Mona Lisa Smile","2003","Mike Newell","5","John Slattery","man","1962-08-13","41","Julia Roberts","woman","1967-10-28","36"
"Monster","2003","Patty Jenkins","5","Charlize Theron","woman","1975-08-07","28","Christina Ricci","woman","1980-02-12","23"
"Mr. Deeds","2002","Steven Brill","5","Adam Sandler","man","1966-09-09","36","Winona Ryder","woman","1971-10-29","31"
"Mrs. Doubtfire","1993","Chris Columbus","5","Robin Williams","man","1951-07-21","42","Sally Field","woman","1946-11-06","47"
"On Her Majesty's Secret Service","1969","Peter R. Hunt","5","George Lazenby","man","1939-09-05","30","Catherine Schell","woman","1944-07-17","25"
"P.S. I Love You","2007","Richard LaGravenese","5","Gerard Butler","man","1969-11-13","38","Hilary Swank","woman","1974-07-30","33"
"Pearl Harbor","2001","Michael Bay","5","Josh Hartnett","man","1978-07-21","23","Kate Beckinsale","woman","1973-07-26","28"
"Professor Marston and the Wonder Women","2017","Angela Robinson","5","Rebecca Hall","woman","1982-05-03","35","Bella Heathcote","woman","1987-05-27","30"
"Push","2009","Paul McGuigan","5","Chris Evans","man","1981-06-13","28","Camilla Belle","woman","1986-10-02","23"
"Queen of the Damned","2002","Michael Rymer","5","Stuart Townsend","man","1972-12-15","30","Marguerite Moreau","woman","1977-04-25","25"
"Romeo + Juliet","1996","Baz Luhrmann","5","Leonardo DiCaprio","man","1974-11-11","22","Claire Danes","woman","1979-04-12","17"
"Sleepless in Seattle","1993","Nora Ephron","5","Tom Hanks","man","1956-07-09","37","Meg Ryan","woman","1961-11-19","32"
"Sweet Home Alabama","2002","Andy Tennant","5","Josh Lucas","man","1971-06-20","31","Reese Witherspoon","woman","1976-03-21","26"
"Tag","2018","Jeff Tomsic","5","Jon Hamm","man","1971-03-10","47","Rashida Jones","woman","1976-02-25","42"
"The Amazing Spider-Man","2012","Marc Webb","5","Andrew Garfield","man","1983-08-20","29","Emma Stone","woman","1988-11-06","24"
"The Aviator","2004","Martin Scorsese","5","Leonardo DiCaprio","man","1974-11-11","30","Cate Blanchett","woman","1969-05-14","35"
"The Big Sick","2017","Michael Showalter","5","Kumail Nanjiani","man","1978-02-21","39","Zoe Kazan","woman","1983-09-09","34"
"The Decoy Bride","2011","Sheree Folkson","5","David Tennant","man","1971-04-18","40","Kelly Macdonald","woman","1976-02-23","35"
"The Dictator","2012","Larry Charles","5","Sacha Baron Cohen","man","1971-10-13","41","Anna Faris","woman","1976-11-29","36"
"The Good Shepherd","2006","Robert De Niro","5","Matt Damon","man","1970-10-08","36","Angelina Jolie","woman","1975-06-04","31"
"The Notebook","2004","Nick Cassavetes","5","James Marsden","man","1973-09-18","31","Rachel McAdams","woman","1978-11-17","26"
"The Royal Tenenbaums","2001","Wes Anderson","5","Danny Glover","man","1946-07-22","55","Anjelica Huston","woman","1951-07-08","50"
"The Whole Nine Yards","2000","Jonathan Lynn","5","Matthew Perry","man","1969-08-19","31","Natasha Henstridge","woman","1974-08-15","26"
"The Whole Truth","2016","Courtney Hunt","5","Keanu Reeves","man","1964-09-02","52","Renee Zellweger","woman","1969-04-25","47"
"The Wood","1999","Rick Famuyiwa","5","Taye Diggs","man","1971-01-02","28","LisaRaye McCoy","woman","1966-09-23","33"
"Third Person","2013","Paul Haggis","5","James Franco","man","1978-04-19","35","Mila Kunis","woman","1983-08-14","30"
"Top Gun","1986","Tony Scott","5","Tom Cruise","man","1962-07-03","24","Kelly McGillis","woman","1957-07-09","29"
"What's Your Number?","2011","Mark Mylod","5","Chris Evans","man","1981-06-13","30","Anna Faris","woman","1976-11-29","35"
"When a Man Loves a Woman","1994","Luis Mandoki","5","Andy Garcia","man","1956-04-12","38","Meg Ryan","woman","1961-11-19","33"
"Win a Date with Tad Hamilton!","2004","Robert Luketic","5","Topher Grace","man","1978-07-19","26","Kate Bosworth","woman","1983-01-02","21"
"Wonder Woman","2017","Patty Jenkins","5","Chris Pine","man","1980-08-26","37","Gal Gadot","woman","1985-04-30","32"
"Zombieland","2009","Ruben Fleischer","5","Jesse Eisenberg","man","1983-10-05","26","Emma Stone","woman","1988-11-06","21"
"Zombieland: Double Tap","2019","Ruben Fleischer","5","Jesse Eisenberg","man","1983-10-05","36","Emma Stone","woman","1988-11-06","31"
"300","2007","Zack Snyder","4","Gerard Butler","man","1969-11-13","38","Lena Headey","woman","1973-10-03","34"
"50/50","2011","Jonathan Levine","4","Joseph Gordon-Levitt","man","1981-02-17","30","Anna Kendrick","woman","1985-08-09","26"
"A Walk in the Clouds","1995","Alfonso Arau","4","Keanu Reeves","man","1964-09-02","31","Aitana Sánchez-Gijón","woman","1968-11-05","27"
"A Walk in the Clouds","1995","Alfonso Arau","4","Keanu Reeves","man","1964-09-02","31","Debra Messing","woman","1968-08-15","27"
"All About the Benjamins","2002","Kevin Bray","4","Mike Epps","man","1970-11-18","32","Eva Mendes","woman","1974-03-05","28"
"All the Pretty Horses","2000","Billy Bob Thornton","4","Matt Damon","man","1970-10-08","30","Penelope Cruz","woman","1974-04-28","26"
"Along Came Polly","2004","John Hamburg","4","Ben Stiller","man","1965-11-30","39","Jennifer Aniston","woman","1969-02-11","35"
"American Beauty","1999","Sam Mendes","4","Wes Bentley","man","1978-09-04","21","Thora Birch","woman","1982-03-11","17"
"Anchorman: The Legend of Ron Burgundy","2004","Adam McKay","4","Will Ferrell","man","1967-07-16","37","Christina Applegate","woman","1971-11-25","33"
"Avengers: Age of Ultron","2015","Joss Whedon","4","Jeremy Renner","man","1971-01-07","44","Linda Cardellini","woman","1975-06-25","40"
"Batman Begins","2005","Christopher Nolan","4","Christian Bale","man","1974-01-30","31","Katie Holmes","woman","1978-12-18","27"
"Boogie Nights","1997","Paul Thomas Anderson","4","Mark Wahlberg","man","1971-06-05","26","Philip Seymour Hoffman","man","1967-07-23","30"
"Boogie Nights","1997","Paul Thomas Anderson","4","Don Cheadle","man","1964-11-29","33","Melora Walters","woman","1960-10-21","37"
"Broken Hill","2009","Dagen Merrill","4","Luke Arnold","man","1984-01-24","25","Alexa PenaVega","woman","1988-08-27","21"
"Brooklyn","2015","John Crowley","4","Emory Cohen","man","1990-03-13","25","Saoirse Ronan","woman","1994-04-12","21"
"Café Society","2016","Woody Allen","4","Jesse Eisenberg","man","1983-10-05","33","Blake Lively","woman","1987-08-25","29"
"Chasing Amy","1997","Kevin Smith","4","Ben Affleck","man","1972-08-15","25","Joey Lauren Adams","woman","1968-01-09","29"
"Chicago","2002","Rob Marshall","4","John C. Reilly","man","1965-05-24","37","Renee Zellweger","woman","1969-04-25","33"
"Chinatown","1974","Roman Polanski","4","Jack Nicholson","man","1937-04-22","37","Faye Dunaway","woman","1941-01-14","33"
"Crimson Peak","2015","Guillermo del Toro","4","Tom Hiddleston","man","1981-02-09","34","Jessica Chastain","woman","1977-03-24","38"
"Dr. No","1962","Terence Young","4","Sean Connery","man","1930-08-25","32","Zena Marshall","woman","1926-01-01","36"
"First Man","2018","Damien Chazelle","4","Ryan Gosling","man","1980-11-12","38","Claire Foy","woman","1984-04-16","34"
"Funny People","2009","Judd Apatow","4","Eric Bana","man","1968-08-09","41","Leslie Mann","woman","1972-03-26","37"
"Happy Gilmore","1996","Dennis Dugan","4","Adam Sandler","man","1966-09-09","30","Julie Bowen","woman","1970-03-03","26"
"Here on Earth","2000","Mark Piznarski","4","Chris Klein","man","1979-03-14","21","Leelee Sobieski","woman","1983-06-10","17"
"Hidden Figures","2016","Theodore Melfi","4","Mahershala Ali","man","1974-02-16","42","Taraji P. Henson","woman","1970-09-11","46"
"I Think I Love My Wife","2007","Chris Rock","4","Chris Rock","man","1965-02-07","42","Gina Torres","woman","1969-04-25","38"
"In Time","2011","Andrew Niccol","4","Justin Timberlake","man","1981-01-31","30","Amanda Seyfried","woman","1985-12-03","26"
"It's Complicated","2009","Nancy Meyers","4","Steve Martin","man","1945-08-14","64","Meryl Streep","woman","1949-06-22","60"
"Juno","2007","Jason Reitman","4","J.K. Simmons","man","1955-01-09","52","Allison Janney","woman","1959-11-19","48"
"Knocked Up","2007","Judd Apatow","4","Seth Rogen","man","1982-04-15","25","Katherine Heigl","woman","1978-11-24","29"
"La Dolce Vita","1960","Federico Fellini","4","Marcello Mastroianni","man","1924-09-28","36","Yvonne Furneaux","woman","1928-05-11","32"
"Leap Year","2010","Anand Tucker","4","Matthew Goode","man","1978-04-03","32","Amy Adams","woman","1974-08-20","36"
"Mamma Mia!","2008","Phyllida Lloyd","4","Pierce Brosnan","man","1953-05-16","55","Meryl Streep","woman","1949-06-22","59"
"Meet the Parents","2000","Jay Roach","4","Ben Stiller","man","1965-11-30","35","Teri Polo","woman","1969-06-01","31"
"Midsommar","2019","Ari Aster","4","Florence Pugh","woman","1996-01-03","23","Jack Reynor","man","1992-01-23","27"
"Moulin Rouge!","2001","Baz Luhrmann","4","Ewan McGregor","man","1971-03-31","30","Nicole Kidman","woman","1967-06-20","34"
"My Best Friend's Wedding","1997","P.J. Hogan","4","Dermot Mulroney","man","1963-10-31","34","Julia Roberts","woman","1967-10-28","30"
"Peter Rabbit","2018"," Will Gluck","4","Domhnall Gleeson","man","1983-05-12","35","Rose Byrne","woman","1979-07-24","39"
"Reservation Road","2007","Terry George","4","Joaquin Phoenix","man","1974-10-28","33","Jennifer Connelly","woman","1970-12-12","37"
"Sex and the City","2008","Michael Patrick King","4","Evan Handler","man","1961-01-10","47","Kristin Davis","woman","1965-02-24","43"
"Siberia","2018","Matthew Ross","4","Keanu Reeves","man","1964-09-02","54","Molly Ringwald","woman","1968-02-18","50"
"Soul Food","1997","George Tillman Jr.","4","Jeffrey D. Sams","man","1968-06-18","29","Vivica A. Fox","woman","1964-07-30","33"
"Soul Food","1997","George Tillman Jr.","4","Mekhi Phifer","man","1974-12-29","23","Nia Long","woman","1970-10-30","27"
"Source Code","2011","Duncan Jones","4","Jake Gyllenhaal","man","1980-12-19","31","Michelle Monaghan","woman","1976-03-23","35"
"Spectre","2015","Sam Mendes","4","Daniel Craig","man","1968-03-02","47","Monica Bellucci","woman","1964-09-30","51"
"The Artist","2011","Michel Hazanavicius","4","Jean Dujardin","man","1972-06-19","39","Berenice Bejo","woman","1976-06-07","35"
"The Bourne Identity","2002","Doug Liman","4","Matt Damon","man","1970-10-08","32","Franka Potente","woman","1974-07-22","28"
"The Favourite","2018","Yorgos Lanthimos","4","Olivia Colman","woman","1974-01-30","44","Rachel Weisz","woman","1970-03-07","48"
"The Favourite","2018","Yorgos Lanthimos","4","Mark Gatiss","man","1966-10-17","52","Rachel Weisz","woman","1970-03-07","48"
"The Good Girl","2002","Miguel Arteta","4","John C. Reilly","man","1965-05-24","37","Jennifer Aniston","woman","1969-02-11","33"
"The Hudsucker Proxy","1994","Joel Coen","4","Tim Robbins","man","1958-10-18","36","Jennifer Jason Leigh","woman","1962-02-05","32"
"The Italian Job","2003","F. Gary Gray","4","Mark Wahlberg","man","1971-06-05","32","Charlize Theron","woman","1975-08-07","28"
"The Princess Bride","1987","Rob Reiner","4","Cary Elwes","man","1962-10-26","25","Robin Wright","woman","1966-04-08","21"
"The Rock","1996","Michael Bay","4","Nicolas Cage","man","1964-01-07","32","Vanessa Marcil","woman","1968-10-15","28"
"The Scarlet Letter","1995","Roland Joffé","4","Gary Oldman","man","1958-03-21","37","Demi Moore","woman","1962-11-11","33"
"The Spanish Prisoner","1997","David Mamet","4","Campbell Scott","man","1961-07-19","36","Rebecca Pidgeon","woman","1965-10-10","32"
"This Means War","2012","McG","4","Chris Pine","man","1980-08-26","32","Reese Witherspoon","woman","1976-03-21","36"
"Twilight","2008","Catherine Hardwicke","4","Robert Pattinson","man","1986-05-13","22","Kristen Stewart","woman","1990-04-09","18"
"Two Weeks Notice","2002","Marc Lawrence","4","Hugh Grant","man","1960-09-09","42","Sandra Bullock","woman","1964-07-26","38"
"Walk the Line","2005","James Mangold","4","Joaquin Phoenix","man","1974-10-28","31","Ginnifer Goodwin","woman","1978-05-22","27"
"Wayne's World","1993","Penelope Spheeris","4","Mike Myers","man","1963-04-25","30","Tia Carrere","woman","1967-01-02","26"
"We Are Your Friends","2015","Max Joseph","4","Zac Efron","man","1987-10-18","28","Emily Ratajkowski","woman","1991-06-07","24"
"Whatever Works","2009","Woody Allen","4","Henry Cavill","man","1983-05-05","26","Evan Rachel Wood","woman","1987-09-07","22"
"X-Men","2000","Bryan Singer","4","Hugh Jackman","man","1968-10-12","32","Famke Janssen","woman","1964-11-05","36"
"A Woman Under the Influence","1974","John Cassavetes","3","Peter Falk","man","1927-09-16","47","Gena Rowlands","woman","1930-06-19","44"
"Amelia","2009","Mira Nair","3","Ewan McGregor","man","1971-03-31","38","Hilary Swank","woman","1974-07-30","35"
"American Beauty","1999","Sam Mendes","3","Peter Gallagher","man","1955-08-19","44","Annette Bening","woman","1958-05-29","41"
"Arbitrage","2012","Nicholas Jarecki","3","Richard Gere","man","1949-08-31","63","Susan Sarandon","woman","1946-10-04","66"
"Becoming Jane","2007","Julian Jarrold","3","James McAvoy","man","1979-04-21","28","Anne Hathaway","woman","1982-11-12","25"
"Bottle Rocket","1996","Wes Anderson","3","Luke Wilson","man","1971-09-21","25","Lumi Cavazos","woman","1968-12-21","28"
"Bridget Jones's Baby","2016","Sharon Maguire","3","Patrick Dempsey","man","1966-01-13","50","Renee Zellweger","woman","1969-04-25","47"
"Cinderella","2015","Kenneth Branagh","3","Richard Madden","man","1986-06-18","29","Lily James","woman","1989-04-05","26"
"City of Angels","1998","Brad Silberling","3","Nicolas Cage","man","1964-01-07","34","Meg Ryan","woman","1961-11-19","37"
"Closer","2004","Mike Nichols","3","Clive Owen","man","1964-10-03","40","Julia Roberts","woman","1967-10-28","37"
"Coyote Ugly","2000","David McNally","3","Adam Garcia","man","1973-06-01","27","Piper Perabo","woman","1976-10-31","24"
"Crouching Tiger, Hidden Dragon","2000","Ang Lee","3","Chang Chen","man","1976-10-14","24","Zhang Ziyi","woman","1979-02-09","21"
