ID,CREATE DATE,Status,Shortage Type,Primary Usages,Household Support,Water Issues,Approximate Issue Start Date,County,CITY,LATITUDE,LONGITUDE,Well Depth,Was Issue Resolved?,Approximate Repair Cost,Additional Info,Well to Water Depth,Measure Date,Pump Rate Reduction,Report Date,StatusType,Region
10487,06/12/2021,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/02/2021,Butte,Forest ranch,39.900979,-121.660444,76,"No, trucking in water
",,,76,,It's no longer producing any water,06/12/2021,Resolved,Inland
10507,06/12/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/01/2020,Glenn,Orland,39.75131,-122.13966,30ft,"No, on drilling wait list.
,Having water delivered into tank 
",,"Our estimate for new well cost is near $20,000",,,It's no longer producing any water,06/12/2021,Outage,Inland
10527,06/14/2021,Undefined, Collapsed Well,Household,owner-occupied,"Collapsed Well
",06/01/2018,Fresno,Riverdale,36.402845,-119.863703,250,"No, trucking in water
,No, cannot afford to finance solutions.
,No, getting water from our neighbors with a hose
",,,40,06/11/2021, Pump removed,06/14/2021,Outage,Inland
10528,06/14/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Collapsed Well
",06/01/2021,Madera,North Fork,37.25067,-119.5527,,"No, trucking in water
",,,,06/07/2021,It's no longer producing any water,06/14/2021,Outage,Inland
10529,06/14/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",11/01/2020,Tulare,Lindsay,36.192428,-119.140505,140,"No, trucking in water
",CA,,,06/04/2021,It's no longer producing any water,06/14/2021,Outage,Inland
10547,06/15/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",05/26/2021,Fresno,Fresno,36.763057,-119.969269,,"No, trucking in water
",CA,,92,06/07/2021,"Yes, about a 30-40% reduction",06/15/2021,Outage,Inland
10548,06/15/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well components removed
",05/31/2021,Madera,Chowchilla,37.12004,-120.20286,360,"No, trucking in water
,No, on drilling wait list.
",CA,,334,06/08/2021,It's no longer producing any water,06/15/2021,Outage,Inland
10549,06/15/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/28/2021,Madera,Madera,37.01052,-120.10064,,"No, trucking in water
,No, on drilling wait list.
",CA,,,,It's no longer producing any water,06/15/2021,Outage,Inland
10567,06/16/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
",06/15/2021,Tulare,Visalia,36.384719,-119.185122,156,"No, on drilling wait list.
",,,147,06/09/2021,"Yes, about a 20-30% reduction",06/16/2021,Outage,Inland
10568,06/16/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/16/2021,Glenn,Orland,39.72806,-122.16786,,"No, getting water from our neighbors with a hose
",,We don?t qualify for ANY of your loan programs. How about asking those with ag wells to kick down? ,,,Not sure,06/16/2021,Outage,Inland
10569,06/16/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/30/2020,Fresno,Shaver Lake,37.079218,-119.347582,140,"No, trucking in water
",CA,,,06/10/2021,It's no longer producing any water,06/16/2021,Outage,Inland
10572,06/16/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
",06/01/2021,Glenn,Orland,39.72632,-122.17016,,"No, cannot afford to finance solutions.
",,,,,"No, it's pumping at the same rate",06/16/2021,Outage,Inland
10573,06/16/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Reduction in water quality
,Well is pumping sand, muddy water.
",06/15/2021,Tehama,orland,,-122.197224,150,"No, cannot afford to finance solutions.
",,,,, as of today...lost all water  shut pump up,06/16/2021,Outage,Inland
10574,06/16/2021,Undefined,Dry well (groundwater),Household, 2 homes,"Well is dry (no longer producing water)
",05/30/2021,Tehama,Orland,39.83906,-122.197211,165 ft,"No, trucking in water
,No, cannot afford to finance solutions.
",,,,,Not sure,06/16/2021,Outage,Inland
10575,06/17/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/11/2021,Merced,Merced,37.377119,-120.45209,120,"Yes, drilled replacement well.
",CA,,,,,06/17/2021,Resolved,Inland
10576,06/17/2021,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",10/01/2020,Butte,Cohasset,39.934276,-121.729992,124,"No, getting water from our neighbors with a hose
",,Neighbor's well is 46 feet deep.  Unable to tell how long his well will last.,,,,06/17/2021,Resolved,Inland
10577,06/17/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",03/01/2021,Fresno,Clovis,36.903957,-119.694596,251,"No, trucking in water
",CA,,250,06/14/2021,It's no longer producing any water,06/17/2021,Outage,Inland
10578,06/17/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,renter-occupied,"Reduction in water pressure, lower flows.
,Well is low and going dry. Extremely limited water use. 
",06/15/2021,Siskiyou,Tulelake,41.98506,-121.56149,,"No, cannot afford to finance solutions.
",,,,,Not sure,06/17/2021,Outage,Inland
10579,06/17/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2021,Tulare,Visalia,36.406699,-119.297989,158,"No, trucking in water
",CA,,,06/08/2021,It's no longer producing any water,06/17/2021,Outage,Inland
10580,06/17/2021,Interim Solution,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",06/30/2020,Butte,Cohasset ,39.937621,-121.718239,55+125  (2 wells),"No, trucking in water
",,Financial hardship to drill a deep well.,,,It's no longer producing any water,06/17/2021,Resolved,Inland
10587,06/18/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/31/2021,Glenn,Willows,39.589,-122.20228,,"I can?t get a well worker to come or return calls
",,,,,,06/18/2021,Outage,Inland
10588,06/18/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/11/2016,Fresno,Riverdale,36.402956,-119.862759,200,"No, getting water from our neighbors with a hose
",CA,,,06/14/2021,It's no longer producing any water,06/18/2021,Outage,Inland
10589,06/18/2021,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2021,Butte,Forest Ranch,39.914484,-121.647732,60,"No, trucking in water
",,,,,,06/18/2021,Resolved,Inland
10590,06/18/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/28/2021,Glenn,Orland,39.71122,-122.13329,95 feet,"No, trucking in water
,No, cannot afford to finance solutions.
,No, on drilling wait list.
",,,95 feet,05/28/2021,It's no longer producing any water,06/18/2021,Outage,Inland
10591,06/18/2021,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/31/2021,Merced,Winton,37.379345,-120.602579,,,15000,,,,,06/18/2021,Outage,Inland
10592,06/18/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/17/2021,Glenn,Orland,39.77478,-122.09829,100,"No, trucking in water
",,We will be getting on a drilling waitlist but they require a permit first. We haven?t had a chance to complete the permit process.,,,,06/18/2021,Outage,Inland
10593,06/18/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Second Well Collapsed
",06/01/2018,Kings,Lemoore,36.34158,-119.89282,150,"No, trucking in water
",CA,,,,It's no longer producing any water,06/18/2021,Outage,Inland
10607,06/19/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/17/2021,Glenn,Orland,39.72578,-122.17575,40ft,"No, on drilling wait list.
,No, cannot afford to finance solutions.
",,,,,,06/19/2021,Outage,Inland
10627,06/20/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Reduction in water pressure, lower flows.
",05/10/2021,Glenn,Orland,39.72931,-122.15753,80,"No, cannot afford to finance solutions.
",,,,,,06/20/2021,Outage,Inland
10647,06/21/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
",10/01/2020,Tulare,Visalia,36.299749,-119.35654,168,"No, trucking in water
",CA,,160,06/16/2021,It's no longer producing any water,06/21/2021,Outage,Inland
10648,06/21/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is pumping sand, muddy water.
",06/01/2021,Glenn,Orland,39.718411,-122.178426,60',"No, getting water from our neighbors with a hose
,No, cannot afford to finance solutions.
",,,,,,06/21/2021,Outage,Inland
10649,06/21/2021,Interim Solution, Testing this site,Household,renter-occupied,"Reduction in water pressure, lower flows.
",05/20/2021,Yolo,Davis,38.565395,-121.742967,25,"No, trucking in water
",$5k,,,,,06/21/2021,Resolved,Inland
10667,06/22/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/07/2021,Siskiyou,Montague,41.649955,-122.359803,,"No, cannot afford to finance solutions.
",,,approx. 180,,It's no longer producing any water,06/22/2021,Outage,Inland
10668,06/22/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/09/2021,Fresno,Fresno,36.607382,-119.817062,140,"No, trucking in water
",CA,,,,It's no longer producing any water,06/22/2021,Outage,Inland
10669,06/22/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is pumping sand, muddy water.
,Reduction in water pressure, lower flows.
",06/17/2021,Tulare,Visalia,36.327562,-119.428013,160,"No, trucking in water
",CA,,154,06/18/2021,"Yes, about a 30-40% reduction",06/22/2021,Outage,Inland
10670,06/22/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/08/2021,Tulare,Lindsay,36.218906,-119.125308,169,"No, trucking in water
",CA,,,,It's no longer producing any water,06/22/2021,Outage,Inland
10671,06/22/2021,Undefined, Static water level dropped below pump elevation in well,Combination of Household/Agriculture,owner-occupied,"Well is catching air, have to wait to be able to pump.
",06/20/2021,Sonoma,Petaluma,38.282271,-122.639378,Approx 400 ft. ,"Yes, lowered the pump bowl
",,Pump elevation was lowered from -200 ft to -300 ft.,200 ,06/21/2021,"Yes, about a 20-30% reduction",06/22/2021,Outage,Coastal
10672,06/22/2021,Undefined,"Low creek, stream, spring, or other surface water source", Combination Houshold/Farm Animals/Business Cheese Manufacturing,owner-occupied,"Intermittent availability of creek, stream, spring or other surface water source
,Entirely unavailable creek, stream, spring or other surface water source
",04/30/2021,Sonoma,Petaluma,38.209789,-122.675552,,"No, cannot afford to finance solutions.
",,"We need help now, please advise.",,,,06/22/2021,Outage,Coastal
10673,06/22/2021,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",05/12/2021,San Joaquin,Stockton,37.915222,-121.220004,,"Yes, drilled replacement well.
",California,,,,,06/22/2021,Outage,Inland
10674,06/22/2021,Undefined,Dry well (groundwater),Household,,"Reduction in water pressure, lower flows.
",05/03/2021,San Joaquin,Acampo,38.214601,-121.093365,,"Yes, drilled replacement well.
",California,,,,,06/22/2021,Outage,Inland
10675,06/22/2021,Undefined,Dry well (groundwater),Household,,"Well is pumping sand, muddy water.
",04/07/2021,San Joaquin,Linden,38.046586,-121.028411,,"Yes, drilled replacement well.
",California,,,,,06/22/2021,Outage,Inland
10676,06/22/2021,Undefined,Dry well (groundwater),Ag/Irrigation,,"Well is pumping sand, muddy water.
",04/15/2021,San Joaquin,Linden,38.025529,-121.108959,,"Yes, drilled replacement well.
",California,,,,,06/22/2021,Outage,Inland
10677,06/22/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
",06/08/2021,Glenn,Orland,39.75332,-122.24567,230,"No, trucking in water
",,"We dont have the resources to have anything done right away. We need help
Figuring our well issue out.",,,,06/22/2021,Outage,Inland
10678,06/22/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/10/2021,Madera,Madera,37.03737,-119.99351,400,"No, trucking in water
",CA,,395,06/14/2021,It's no longer producing any water,06/22/2021,Outage,Inland
10679,06/22/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/17/2021,Tehama,Corning,39.89835,-122.19815,200,"No, trucking in water
,No, cannot afford to finance solutions.
",,,,,It's no longer producing any water,06/22/2021,Outage,Inland
10680,06/23/2021,Undefined, domestic well water supply gone in late spring summer months,Household,owner-occupied,"Well is dry (no longer producing water)
",09/08/2020,Modoc,Canby ,41.48555,-120.72127,,"No, cannot afford to finance solutions.
",,Thank you kindly for any information or help you could offer. ,160' ft.,07/25/1996, ,06/23/2021,Outage,Inland
10681,06/23/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",06/14/2021,Fresno,Clovis,36.843671,-119.629569,105,"No, trucking in water
",CA,,,,It's no longer producing any water,06/23/2021,Outage,Inland
10682,06/23/2021,Outage,Dry well (groundwater),Household," two homes on property one owner, other renter","Well is dry (no longer producing water)
",06/09/2021,Merced,Le Grand,37.287333,-120.300685,280,"No, cannot afford to finance solutions.
",CA,,,,,06/23/2021,Outage,Inland
10683,06/23/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",06/12/2021,Fresno,Caruthers,36.524534,-119.826153,197,"No, trucking in water
",CA,,195,06/15/2021,It's no longer producing any water,06/23/2021,Outage,Inland
10684,06/23/2021,Undefined,"Low creek, stream, spring, or other surface water source",Combination of Household/Agriculture,owner-occupied,"Entirely unavailable creek, stream, spring or other surface water source
",06/07/2021,Mendocino,Talmage,39.359294,-123.369781,,"No, trucking in water
,No, cannot afford to finance solutions.
,No, getting water from our neighbors with a hose
",,can not afford a well at this time ,,,,06/23/2021,Outage,Coastal
10685,06/23/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/03/2021,Fresno,Fresno,36.778314,-119.922299,98,"No, trucking in water
",CA,,,06/15/2021,It's no longer producing any water,06/23/2021,Outage,Inland
10686,06/23/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",03/16/2021,Fresno,Fresno,36.677259,-119.761673,90,"No, trucking in water
",CA,,90,06/15/2021,It's no longer producing any water,06/23/2021,Outage,Inland
10687,06/23/2021,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",02/19/2021,San Luis Obispo,TEMPLETON,35.53993,-120.62839,,,,,,,,06/23/2021,Outage,Southern
10707,06/24/2021,Vulnerable, rapidly declining groundwater in well,Household,owner-occupied,"Water level in well is more than eight feet lower than last year
",06/24/2021,Merced,MERCED,37.382307,-120.501455,220',"We are still getting water but the overdraft is alarming
",,The last water measurement was on 5/29/2021 and the static water level was at 135.4'. The pump setting is at 168'.,,05/29/2021,Not sure,06/24/2021,Outage,Inland
10708,06/24/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/04/2021,Glenn,orland,39.79417,-122.10173,Approx. 80 feet. pump set near bottom of well.,"No, trucking in water
,No, cannot afford to finance solutions.
",,,,,,06/24/2021,Outage,Inland
10727,06/25/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well collapsed
",06/07/2021,Madera,Madera,37.03571,-119.99187,315,"No, trucking in water
",CA,,,06/07/2021,It's no longer producing any water,06/25/2021,Outage,Inland
10728,06/25/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/16/2021,Madera,Madera,36.99436,-120.09212,385,"No, trucking in water
",CA,,,06/18/2021,It's no longer producing any water,06/25/2021,Outage,Inland
10729,06/25/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,renter-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",06/14/2021,Madera,Madera,37.03333,-120.11189,,"Lowered pump but only sitting at 11 ft and 5hp pump replaced as the old one burned out from pumping sand. 
",14k for the pump but advised a new well will be needed. ,Shared well  residence and (4 acres)  mature ag trees. ,355,06/18/2021,,06/25/2021,Outage,Inland
10730,06/25/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/25/2021,Glenn,"Orland, California",39.74685,-122.19412,130 feet,"No, trucking in water
,No, cannot afford to finance solutions.
,No, on drilling wait list.
",,,,,,06/25/2021,Outage,Inland
10731,06/25/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",08/01/2017,Madera,Chowchilla,37.06422,-120.18068,380,"No, trucking in water
",CA,,347,06/18/2021,"Yes, about a 30-40% reduction",06/25/2021,Outage,Inland
10732,06/25/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/19/2021,Madera,Madera,36.93224,-119.90063,325,"No, trucking in water
",CA,,,,It's no longer producing any water,06/25/2021,Outage,Inland
10733,06/25/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/08/2007,Tulare,Three Rivers,36.422929,-118.908132,250 feet,"No, trucking in water
,No, on drilling wait list.
,No, getting water from our neighbors with a hose
",,,,,,06/25/2021,Outage,Inland
10734,06/25/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2021,Madera,Oakhurst,37.30748,-119.62905,100,"No, trucking in water
",CA,,,,It's no longer producing any water,06/25/2021,Outage,Inland
10735,06/25/2021,Undefined, Well collapse,Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well Collapse
,Well is pumping sand, muddy water.
",05/26/2021,Fresno,Clovis,37.002131,-119.58416,192,"No, trucking in water
",CA,,60,06/18/2021,It's no longer producing any water,06/25/2021,Outage,Inland
10736,06/25/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",06/11/2021,Tulare,Tulare,36.201198,-119.438096,195,"No, trucking in water
",CA,,182,06/18/2021,"Yes, about a 30-40% reduction",06/25/2021,Outage,Inland
10747,06/26/2021,Undefined,"Low creek, stream, spring, or other surface water source",Household,owner-occupied,"Intermittent availability of creek, stream, spring or other surface water source
,Entirely unavailable creek, stream, spring or other surface water source
",06/26/2021,Trinity,Weaverville,,,,"No, trucking in water
,No, cannot afford to finance solutions.
",,All my surface and shallow spring box go dry at the same time.,It is a spring box about 10 feet deep.,06/26/2021,Not sure,06/26/2021,Outage,Inland
10748,06/26/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Water level ran too low and burned up the pump. 
",06/17/2021,Glenn,Orland,39.72637,-122.17405,105,"No, trucking in water
",,,60,06/22/2021,It's no longer producing any water,06/26/2021,Outage,Inland
10749,06/27/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/24/2021,Glenn,Orland,39.73475,-122.14267,65,"No, on drilling wait list.
",,"Have water delivered for drinking, cooking and washing, at $8 /5gal bottle.. Using truck stop for showers. .Friend trucking in sufficient water to keep toilet tanks filled.",none,,It's no longer producing any water,06/27/2021,Outage,Inland
10750,06/27/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",04/25/2021,Tehama,Corning ,39.93008,-122.27288,103,"No, on drilling wait list.
",,,80,04/22/2021,Not sure,06/27/2021,Outage,Inland
10751,06/27/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/19/2021,Glenn,Orland,39.78545,-122.18991,125,"No, cannot afford to finance solutions.
",,,,,It's no longer producing any water,06/27/2021,Outage,Inland
10752,06/27/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Reduction in water pressure, lower flows.
,Entirely unavailable creek, stream, spring or other surface water source
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
",04/01/2016,Tehama,Corning,39.94343,-122.31856,280,"No, cannot afford to finance solutions.
",,,,,Not sure,06/27/2021,Outage,Inland
10753,06/27/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture, small farm,"Well is dry (no longer producing water)
",06/18/2021,Fresno,"Kingsburg, CA",36.501261,-119.564119,300 feet,"No, cannot afford to finance solutions.
",,,don't know,,It's no longer producing any water,06/27/2021,Outage,Inland
10754,06/28/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
",06/26/2021,Tehama,Gerber ,40.06624,-122.18611,,"No, getting water from our neighbors with a hose
",,,unknown at this time,,It's no longer producing any water,06/28/2021,Outage,Inland
10755,06/28/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/27/2021,Tehama,gerber,40.02192,-122.17225,60,"No, getting water from our neighbors with a hose
",,,,,,06/28/2021,Outage,Inland
10756,06/28/2021,Undefined,Dry well (groundwater),Household,renter-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",06/01/2021,Tehama,Corning ,39.94411,-122.20131,,,,,,,Not sure,06/28/2021,Outage,Inland
10757,06/28/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
",06/22/2021,Tehama,Red Bluff,40.18473,-122.17679,40,"Looking into well loan programs
",,,,,"Only able to pump only when water level comes up when neighboring ag well shuts off, For now",06/28/2021,Outage,Inland
10758,06/28/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",06/22/2021,Tehama,Corning,39.94559,-122.22443,156,"Waiting to lower pump
",,,Unknown,06/01/2020,Not sure,06/28/2021,Outage,Inland
10767,06/29/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/07/2021,Glenn,Orland,39.79417,-122.10173,approximent 80',"No, trucking in water
,No, on drilling wait list.
",,,,,,06/29/2021,Outage,Inland
10768,06/29/2021,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/17/2021,Glenn,Orland,39.74667,-122.15896,,"No, cannot afford to finance solutions.
",,,,,It's no longer producing any water,06/29/2021,Outage,Inland
10769,06/29/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",06/01/2021,Fresno,Fresno,36.666901,-119.727149,88,"No, trucking in water
",CA,,85,06/15/2021,It's no longer producing any water,06/29/2021,Outage,Inland
10770,06/30/2021,Undefined,Dry well (groundwater),Ag/Irrigation,,"Reduction in water pressure, lower flows.
",04/15/2021,San Joaquin,Linden,38.014894,-121.071508,,"Yes, drilled replacement well.
",California,,,,,06/30/2021,Outage,Inland
10771,06/30/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/31/2021,Glenn,Orland,39.730283,-122.10776,,"No, cannot afford to finance solutions.
",,,,,,06/30/2021,Outage,Inland
10772,06/30/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",05/24/2021,Fresno,Sanger,36.783484,-119.564633,67,"No, trucking in water
,No, on drilling wait list.
",CA,,60,,It's no longer producing any water,06/30/2021,Outage,Inland
10773,06/30/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Reduction in water quality
",06/11/2021,Glenn,Orland,39.749373,-122.160968,49 Feet,"No, trucking in water
",,,47 feet,06/29/2021,"Yes, about a 30-40% reduction",06/30/2021,Outage,Inland
10774,06/30/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",03/01/2021,Tehama,Orland ,39.797767,-122.155445,60?,"No, on drilling wait list.
",,,,,It's no longer producing any water,06/30/2021,Outage,Inland
10775,06/30/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2021,San Bernardino,Costa Mesa,,,300 feet  ?,"No, cannot afford to finance solutions.
",,,not known,,It's no longer producing any water,06/30/2021,Outage,Southern
10776,06/30/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",05/05/2021,Fresno,Caruthers,36.523887,-119.826175,187,"No, trucking in water
",CA,,178,06/23/2021,It's no longer producing any water,06/30/2021,Outage,Inland
10777,07/01/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",04/14/2021,Kings,Lemoore,36.344269,-119.824118,136,"No, trucking in water
",CA,,127,06/24/2021,It's no longer producing any water,07/01/2021,Outage,Inland
10778,07/01/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",05/28/2021,Madera,Madera,37.057846,-120.022638,420,"No, trucking in water
",CA,,400,06/11/2021,"Yes, about a 30-40% reduction",07/01/2021,Outage,Inland
10779,07/01/2021,Resolved,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",04/26/2021,San Luis Obispo,PASO ROBLES,35.662504,-120.600006,,"Yes, drilled replacement well.
",,,,,,07/01/2021,Resolved,Southern
10780,07/01/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",06/27/2021,Tehama,Corning,39.89845,-122.190317,84,"Yes, lowered the pump bowl
,No, on drilling wait list.
",,,81,06/27/2021,,07/01/2021,Outage,Inland
10781,07/02/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Tehama,red bluff,40.137837,-122.215491,60 plus,"No, getting water from our neighbors with a hose
,No, cannot afford to finance solutions.
",,,,,It's no longer producing any water,07/02/2021,Outage,Inland
10782,07/02/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/11/2021,Tehama,Orland,39.812804,-122.196912,106 feet,"No, on drilling wait list.
",,,,,,07/02/2021,Outage,Inland
10783,07/02/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/02/2021,San Luis Obispo,Nipomo,35.083444,-120.511899,,"Yes, drilled replacement well.
",,,,,,07/02/2021,Resolved,Southern
10784,07/02/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Tehama,Red Bluff ,40.13347,-122.216036,108?,"No, on drilling wait list.
",,,108,07/01/2021,It's no longer producing any water,07/02/2021,Outage,Inland
10785,07/02/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",06/04/2021,Glenn,Orland,39.78096,-122.096747,93 feet,"No, cannot afford to finance solutions.
",,,88,06/21/2021,"Yes, about a 30-40% reduction",07/02/2021,Outage,Inland
10786,07/02/2021,Undefined,Dry well (groundwater),Ag/Irrigation,,"Well is dry (no longer producing water)
",07/02/2021,San Luis Obispo,San Luis Obispo,35.08243,-120.552027,,,,,,,,07/02/2021,Outage,Southern
